estimation_id,region_id,simd_width,global_size,local_size,thread_count,time,speed_up,bounded_by
0,268,8,"(100000001,)","(8,)",12500001,0.009763093333333334,24.606752572955017,DRAM_BW
1,268,8,"(100000001,)","(16,)",12500001,0.009763093333333334,24.606752572955017,DRAM_BW
2,268,8,"(100000001,)","(32,)",12500001,0.009763093333333334,24.606752572955017,DRAM_BW
3,268,8,"(100000001,)","(64,)",12500001,0.009763093333333334,24.606752572955017,DRAM_BW
4,268,8,"(100000001,)","(128,)",12500001,0.009763093333333334,24.606752572955017,DRAM_BW
5,268,8,"(100000001,)","(256,)",12500001,0.009763093333333334,24.606752572955017,DRAM_BW
6,268,8,"(100000001,)","(512,)",12500001,0.009763093333333334,24.606752572955017,DRAM_BW
7,268,16,"(100000001,)","(8,)",12500001,0.009763093333333334,24.606752572955017,DRAM_BW
8,268,16,"(100000001,)","(16,)",6250001,0.009763093333333334,24.606752572955017,DRAM_BW
9,268,16,"(100000001,)","(32,)",6250001,0.009763093333333334,24.606752572955017,DRAM_BW
10,268,16,"(100000001,)","(64,)",6250001,0.009763093333333334,24.606752572955017,DRAM_BW
11,268,16,"(100000001,)","(128,)",6250001,0.009763093333333334,24.606752572955017,DRAM_BW
12,268,16,"(100000001,)","(256,)",6250001,0.009763093333333334,24.606752572955017,DRAM_BW
13,268,16,"(100000001,)","(512,)",6250001,0.009763093333333334,24.606752572955017,DRAM_BW
14,268,32,"(100000001,)","(8,)",12500001,0.009763093333333334,24.606752572955017,DRAM_BW
15,268,32,"(100000001,)","(16,)",6250001,0.009763093333333334,24.606752572955017,DRAM_BW
16,268,32,"(100000001,)","(32,)",3125001,0.009047265185185185,26.553662027436488,DRAM_BW
17,268,32,"(100000001,)","(64,)",3125001,0.009047265185185185,26.553662027436488,DRAM_BW
18,268,32,"(100000001,)","(128,)",3125001,0.009047265185185185,26.553662027436488,DRAM_BW
19,268,32,"(100000001,)","(256,)",3125001,0.009047265185185185,26.553662027436488,DRAM_BW
20,268,32,"(100000001,)","(512,)",3125001,0.009047265185185185,26.553662027436488,DRAM_BW
21,268,8,"(100000001,)","(8,)",12500001,0.009763093333333334,24.606752572955017,DRAM_BW
22,268,8,"(100000001,)","(16,)",12500001,0.009763093333333334,24.606752572955017,DRAM_BW
23,268,8,"(100000001,)","(32,)",12500001,0.009763093333333334,24.606752572955017,DRAM_BW
24,268,8,"(100000001,)","(64,)",12500001,0.009763093333333334,24.606752572955017,DRAM_BW
25,268,8,"(100000001,)","(128,)",12500001,0.009763093333333334,24.606752572955017,DRAM_BW
26,268,8,"(100000001,)","(256,)",12500001,0.009763093333333334,24.606752572955017,DRAM_BW
27,268,8,"(100000001,)","(512,)",12500001,0.009763093333333334,24.606752572955017,DRAM_BW
28,268,16,"(100000001,)","(8,)",12500001,0.009763093333333334,24.606752572955017,DRAM_BW
29,268,16,"(100000001,)","(16,)",6250001,0.009763093333333334,24.606752572955017,DRAM_BW
30,268,16,"(100000001,)","(32,)",6250001,0.009763093333333334,24.606752572955017,DRAM_BW
31,268,16,"(100000001,)","(64,)",6250001,0.009763093333333334,24.606752572955017,DRAM_BW
32,268,16,"(100000001,)","(128,)",6250001,0.009763093333333334,24.606752572955017,DRAM_BW
33,268,16,"(100000001,)","(256,)",6250001,0.009763093333333334,24.606752572955017,DRAM_BW
34,268,16,"(100000001,)","(512,)",6250001,0.009763093333333334,24.606752572955017,DRAM_BW
35,268,32,"(100000001,)","(8,)",12500001,0.009763093333333334,24.606752572955017,DRAM_BW
36,268,32,"(100000001,)","(16,)",6250001,0.009763093333333334,24.606752572955017,DRAM_BW
37,268,32,"(100000001,)","(32,)",3125001,0.009047265185185185,26.553662027436488,DRAM_BW
38,268,32,"(100000001,)","(64,)",3125001,0.009047265185185185,26.553662027436488,DRAM_BW
39,268,32,"(100000001,)","(128,)",3125001,0.009047265185185185,26.553662027436488,DRAM_BW
40,268,32,"(100000001,)","(256,)",3125001,0.009047265185185185,26.553662027436488,DRAM_BW
41,268,32,"(100000001,)","(512,)",3125001,0.009047265185185185,26.553662027436488,DRAM_BW
42,220,8,"(100000001,)","(8,)",12500001,0.009762794666666665,24.572421913069707,DRAM_BW
43,220,8,"(100000001,)","(16,)",12500001,0.009762794666666665,24.572421913069707,DRAM_BW
44,220,8,"(100000001,)","(32,)",12500001,0.009762794666666665,24.572421913069707,DRAM_BW
45,220,8,"(100000001,)","(64,)",12500001,0.009762794666666665,24.572421913069707,DRAM_BW
46,220,8,"(100000001,)","(128,)",12500001,0.009762794666666665,24.572421913069707,DRAM_BW
47,220,8,"(100000001,)","(256,)",12500001,0.009762794666666665,24.572421913069707,DRAM_BW
48,220,8,"(100000001,)","(512,)",12500001,0.009762794666666665,24.572421913069707,DRAM_BW
49,220,16,"(100000001,)","(8,)",12500001,0.009762794666666665,24.572421913069707,DRAM_BW
50,220,16,"(100000001,)","(16,)",6250001,0.009762794666666665,24.572421913069707,DRAM_BW
51,220,16,"(100000001,)","(32,)",6250001,0.009762794666666665,24.572421913069707,DRAM_BW
52,220,16,"(100000001,)","(64,)",6250001,0.009762794666666665,24.572421913069707,DRAM_BW
53,220,16,"(100000001,)","(128,)",6250001,0.009762794666666665,24.572421913069707,DRAM_BW
54,220,16,"(100000001,)","(256,)",6250001,0.009762794666666665,24.572421913069707,DRAM_BW
55,220,16,"(100000001,)","(512,)",6250001,0.009762794666666665,24.572421913069707,DRAM_BW
56,220,32,"(100000001,)","(8,)",12500001,0.009762794666666665,24.572421913069707,DRAM_BW
57,220,32,"(100000001,)","(16,)",6250001,0.009762794666666665,24.572421913069707,DRAM_BW
58,220,32,"(100000001,)","(32,)",3125001,0.009046966518518516,26.516679276854894,DRAM_BW
59,220,32,"(100000001,)","(64,)",3125001,0.009046966518518516,26.516679276854894,DRAM_BW
60,220,32,"(100000001,)","(128,)",3125001,0.009046966518518516,26.516679276854894,DRAM_BW
61,220,32,"(100000001,)","(256,)",3125001,0.009046966518518516,26.516679276854894,DRAM_BW
62,220,32,"(100000001,)","(512,)",3125001,0.009046966518518516,26.516679276854894,DRAM_BW
63,220,8,"(100000001,)","(8,)",12500001,0.009762794666666665,24.572421913069707,DRAM_BW
64,220,8,"(100000001,)","(16,)",12500001,0.009762794666666665,24.572421913069707,DRAM_BW
65,220,8,"(100000001,)","(32,)",12500001,0.009762794666666665,24.572421913069707,DRAM_BW
66,220,8,"(100000001,)","(64,)",12500001,0.009762794666666665,24.572421913069707,DRAM_BW
67,220,8,"(100000001,)","(128,)",12500001,0.009762794666666665,24.572421913069707,DRAM_BW
68,220,8,"(100000001,)","(256,)",12500001,0.009762794666666665,24.572421913069707,DRAM_BW
69,220,8,"(100000001,)","(512,)",12500001,0.009762794666666665,24.572421913069707,DRAM_BW
70,220,16,"(100000001,)","(8,)",12500001,0.009762794666666665,24.572421913069707,DRAM_BW
71,220,16,"(100000001,)","(16,)",6250001,0.009762794666666665,24.572421913069707,DRAM_BW
72,220,16,"(100000001,)","(32,)",6250001,0.009762794666666665,24.572421913069707,DRAM_BW
73,220,16,"(100000001,)","(64,)",6250001,0.009762794666666665,24.572421913069707,DRAM_BW
74,220,16,"(100000001,)","(128,)",6250001,0.009762794666666665,24.572421913069707,DRAM_BW
75,220,16,"(100000001,)","(256,)",6250001,0.009762794666666665,24.572421913069707,DRAM_BW
76,220,16,"(100000001,)","(512,)",6250001,0.009762794666666665,24.572421913069707,DRAM_BW
77,220,32,"(100000001,)","(8,)",12500001,0.009762794666666665,24.572421913069707,DRAM_BW
78,220,32,"(100000001,)","(16,)",6250001,0.009762794666666665,24.572421913069707,DRAM_BW
79,220,32,"(100000001,)","(32,)",3125001,0.009046966518518516,26.516679276854894,DRAM_BW
80,220,32,"(100000001,)","(64,)",3125001,0.009046966518518516,26.516679276854894,DRAM_BW
81,220,32,"(100000001,)","(128,)",3125001,0.009046966518518516,26.516679276854894,DRAM_BW
82,220,32,"(100000001,)","(256,)",3125001,0.009046966518518516,26.516679276854894,DRAM_BW
83,220,32,"(100000001,)","(512,)",3125001,0.009046966518518516,26.516679276854894,DRAM_BW
84,48,8,"(1,)","(8,)",1,5.318518518518519e-06,13295.280942200558,"Launch_Tax, Trip_Count, Latencies"
85,48,8,"(1,)","(16,)",1,5.318518518518519e-06,13295.280942200558,"Launch_Tax, Trip_Count, Latencies"
86,48,8,"(1,)","(32,)",1,5.318518518518519e-06,13295.280942200558,"Launch_Tax, Trip_Count, Latencies"
87,48,8,"(1,)","(64,)",1,5.318518518518519e-06,13295.280942200558,"Launch_Tax, Trip_Count, Latencies"
88,48,8,"(1,)","(128,)",1,5.318518518518519e-06,13295.280942200558,"Launch_Tax, Trip_Count, Latencies"
89,48,8,"(1,)","(256,)",1,5.318518518518519e-06,13295.280942200558,"Launch_Tax, Trip_Count, Latencies"
90,48,8,"(1,)","(512,)",1,5.318518518518519e-06,13295.280942200558,"Launch_Tax, Trip_Count, Latencies"
91,48,16,"(1,)","(8,)",1,5.327407407407408e-06,13273.097492352614,"Launch_Tax, Trip_Count, Latencies"
92,48,16,"(1,)","(16,)",1,5.327407407407408e-06,13273.097492352614,"Launch_Tax, Trip_Count, Latencies"
93,48,16,"(1,)","(32,)",1,5.327407407407408e-06,13273.097492352614,"Launch_Tax, Trip_Count, Latencies"
94,48,16,"(1,)","(64,)",1,5.327407407407408e-06,13273.097492352614,"Launch_Tax, Trip_Count, Latencies"
95,48,16,"(1,)","(128,)",1,5.327407407407408e-06,13273.097492352614,"Launch_Tax, Trip_Count, Latencies"
96,48,16,"(1,)","(256,)",1,5.327407407407408e-06,13273.097492352614,"Launch_Tax, Trip_Count, Latencies"
97,48,16,"(1,)","(512,)",1,5.327407407407408e-06,13273.097492352614,"Launch_Tax, Trip_Count, Latencies"
98,48,32,"(1,)","(8,)",1,5.345185185185186e-06,13228.951935282705,"Launch_Tax, Trip_Count, Latencies"
99,48,32,"(1,)","(16,)",1,5.345185185185186e-06,13228.951935282705,"Launch_Tax, Trip_Count, Latencies"
100,48,32,"(1,)","(32,)",1,5.345185185185186e-06,13228.951935282705,"Launch_Tax, Trip_Count, Latencies"
101,48,32,"(1,)","(64,)",1,5.345185185185186e-06,13228.951935282705,"Launch_Tax, Trip_Count, Latencies"
102,48,32,"(1,)","(128,)",1,5.345185185185186e-06,13228.951935282705,"Launch_Tax, Trip_Count, Latencies"
103,48,32,"(1,)","(256,)",1,5.345185185185186e-06,13228.951935282705,"Launch_Tax, Trip_Count, Latencies"
104,48,32,"(1,)","(512,)",1,5.345185185185186e-06,13228.951935282705,"Launch_Tax, Trip_Count, Latencies"
105,48,8,"(1,)","(8,)",1,5.318518518518519e-06,13295.280942200558,"Launch_Tax, Trip_Count, Latencies"
106,48,8,"(1,)","(16,)",1,5.318518518518519e-06,13295.280942200558,"Launch_Tax, Trip_Count, Latencies"
107,48,8,"(1,)","(32,)",1,5.318518518518519e-06,13295.280942200558,"Launch_Tax, Trip_Count, Latencies"
108,48,8,"(1,)","(64,)",1,5.318518518518519e-06,13295.280942200558,"Launch_Tax, Trip_Count, Latencies"
109,48,8,"(1,)","(128,)",1,5.318518518518519e-06,13295.280942200558,"Launch_Tax, Trip_Count, Latencies"
110,48,8,"(1,)","(256,)",1,5.318518518518519e-06,13295.280942200558,"Launch_Tax, Trip_Count, Latencies"
111,48,8,"(1,)","(512,)",1,5.318518518518519e-06,13295.280942200558,"Launch_Tax, Trip_Count, Latencies"
112,48,16,"(1,)","(8,)",1,5.327407407407408e-06,13273.097492352614,"Launch_Tax, Trip_Count, Latencies"
113,48,16,"(1,)","(16,)",1,5.327407407407408e-06,13273.097492352614,"Launch_Tax, Trip_Count, Latencies"
114,48,16,"(1,)","(32,)",1,5.327407407407408e-06,13273.097492352614,"Launch_Tax, Trip_Count, Latencies"
115,48,16,"(1,)","(64,)",1,5.327407407407408e-06,13273.097492352614,"Launch_Tax, Trip_Count, Latencies"
116,48,16,"(1,)","(128,)",1,5.327407407407408e-06,13273.097492352614,"Launch_Tax, Trip_Count, Latencies"
117,48,16,"(1,)","(256,)",1,5.327407407407408e-06,13273.097492352614,"Launch_Tax, Trip_Count, Latencies"
118,48,16,"(1,)","(512,)",1,5.327407407407408e-06,13273.097492352614,"Launch_Tax, Trip_Count, Latencies"
119,48,32,"(1,)","(8,)",1,5.345185185185186e-06,13228.951935282705,"Launch_Tax, Trip_Count, Latencies"
120,48,32,"(1,)","(16,)",1,5.345185185185186e-06,13228.951935282705,"Launch_Tax, Trip_Count, Latencies"
121,48,32,"(1,)","(32,)",1,5.345185185185186e-06,13228.951935282705,"Launch_Tax, Trip_Count, Latencies"
122,48,32,"(1,)","(64,)",1,5.345185185185186e-06,13228.951935282705,"Launch_Tax, Trip_Count, Latencies"
123,48,32,"(1,)","(128,)",1,5.345185185185186e-06,13228.951935282705,"Launch_Tax, Trip_Count, Latencies"
124,48,32,"(1,)","(256,)",1,5.345185185185186e-06,13228.951935282705,"Launch_Tax, Trip_Count, Latencies"
125,48,32,"(1,)","(512,)",1,5.345185185185186e-06,13228.951935282705,"Launch_Tax, Trip_Count, Latencies"
